rank,lig_id,zinc_id,affinity,delta_vs_AMP,arm,tanimoto_to_amp,can_smiles
2323,Z49138,1857715980,-7.976,0.8,enrichment,0.165,COC(=O)CNC(=O)N1C[C@H](C(C)C)O[C@H](c2ccccc2)C1
2324,Z35418,32537194,-7.975,0.8,enrichment,0.149,Cc1csc2c(=O)n(CCCN3CCC[C@@H](C(N)=O)C3)cnc12
2325,Z23673,72425529,-7.975,0.8,enrichment,0.141,CNc1nc(C(=O)NCc2cc(N3CCOCC3)ncn2)cs1
2326,Z11404,19606937,-7.975,0.8,diversity,0.111,COC(=O)COc1nc2cc(C)ccc2cc1CN[C@@H]1CCOC1
2327,Z35813,3772566,-7.974,0.8,enrichment,0.145,Nc1nonc1C(=O)NCCNC(=O)CCc1ccccc1
2328,Z09873,1529126060,-7.974,0.8,enrichment,0.134,Cc1cc(C[C@@H]2CN(CC(C)(C)CN3CCOCC3)C[C@H]2O)on1
2329,Z45662,244794889,-7.974,0.8,diversity,0.087,COc1nc(C)cc(C)c1CNC(=O)[C@H](Cc1c[nH]cn1)NC(C)=O
2330,Z38960,299757264,-7.973,0.81,enrichment,0.135,CO[C@@]12CC[C@H](OCC3CC3)C[C@@H]1N(C(=O)c1cc(O)no1)CC2
2331,Z17083,1857680230,-7.973,0.81,diversity,0.098,CC(C)S(=O)(=O)NCC[C@@H]1COCCN1C(=O)CCn1cnnn1
2332,Z14172,244723954,-7.972,0.81,diversity,0.107,CCc1nc(CN(C)c2cc([C@H]3C[C@@H](N)C3)nc(N)n2)no1
2333,Z13889,299791910,-7.972,0.81,diversity,0.088,COc1ccc(CN2CCn3nc(CNS(C)(=O)=O)cc3C2)cc1C
2334,Z36534,1857670129,-7.972,0.81,diversity,0.071,C[C@H](O)c1nc(-c2cnc3cccnn23)n(C(C)(C)C)n1
2335,Z15937,1565531158,-7.971,0.81,enrichment,0.155,O=C(N[C@H]1CCOC[C@@H]1O)c1cnn2cc(CCO)cnc12
2336,Z12271,426668195,-7.971,0.81,enrichment,0.149,CC(C)(CNC(=O)N1CCC[C@H](c2cc(O)ncn2)C1)N1CCOCC1
2337,Z01331,2163697,-7.971,0.81,enrichment,0.141,Nc1nonc1C(=O)NCCNS(=O)(=O)c1ccc(F)cc1
2338,Z11494,72411187,-7.97,0.81,enrichment,0.160,Cc1nn(C)c2ncnc(N3CCN(CC(C)C)C(=O)[C@H]3C)c12
2339,Z23999,2382407864,-7.97,0.81,enrichment,0.136,COCCC(=O)N1C[C@H]2CN(C(=O)CCc3cc(Cl)no3)C[C@@]2(CN(C)C)C1
2340,Z03237,1565516509,-7.97,0.81,enrichment,0.135,O=C(COc1cccnc1)N[C@@H]1[C@@H]2CCO[C@@H]2[C@H]1N1CCCCC1
2341,Z23954,2382407677,-7.97,0.81,enrichment,0.134,CNC(=O)C[C@@H]1CC[C@H](CNC(=O)c2ccc(OC(F)F)cc2)N1C
2342,Z46897,2325771183,-7.97,0.81,diversity,0.090,CC[C@@H](C)[C@H](C)N(C(=O)c1cc2n(n1)CCNS2(=O)=O)C1CC1
2343,Z15666,103134987,-7.97,0.81,diversity,0.100,Cc1ccc(C[C@H]2CC(=O)N(c3nncs3)C2=O)cc1
2344,Z35799,144293717,-7.97,0.81,diversity,0.084,Cc1ccc(-c2noc(C3CNC3)n2)cc1[N+](=O)[O-]
2345,Z18625,534574429,-7.969,0.81,diversity,0.060,COc1ccc(CC[C@H](C)NCc2nc(=N)[nH][nH]2)cc1
2346,Z13178,253498716,-7.968,0.81,enrichment,0.188,Cc1ccc(O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)cc1C
2347,Z07139,91469062,-7.967,0.81,diversity,0.090,Cn1nc(C(F)(F)F)cc1C(=O)N1CC(C)(C)[C@@](C)(O)C1
2348,Z38068,299759209,-7.966,0.81,enrichment,0.141,Nc1ncccc1CN1CC[C@H]2[C@H](C1)OCc1cnnn12
2349,Z46472,32587311,-7.965,0.81,enrichment,0.156,Cc1cccc2ncn([C@H]3CS(=O)(=O)C[C@@H]3O)c(=O)c12
2350,Z03040,97674421,-7.965,0.81,diversity,0.122,O=C(NCc1ccon1)c1cccc(-c2ncc[nH]2)c1
2351,Z01835,167747955,-7.963,0.82,enrichment,0.167,Nc1ccc2ncnc(N3CCO[C@H](CO)C3)c2c1
2352,Z27831,2325852223,-7.962,0.82,enrichment,0.136,NCc1ocnc1C(=O)NS(=O)(=O)c1cc(Cl)cc(Br)c1
2353,Z09950,1704360463,-7.962,0.82,diversity,0.082,CC(=O)c1ccc(C(=O)N2CC[C@@]3(C(=O)O)CCCN(C)[C@@H]3C2)s1
2354,Z27779,4915392,-7.961,0.82,diversity,0.047,CS(=O)(=O)Oc1ccc(/C=C2\SC(=N)NC2=O)cc1Cl
2355,Z33411,12438578,-7.961,0.82,diversity,0.076,O=S(=O)(NC[C@@H]1CCCN(S(=O)(=O)c2cccnc2)C1)c1cccs1
2356,Z26373,1857727954,-7.96,0.82,enrichment,0.143,CCCO[C@H]1C[C@@H](C(=O)N2CCN(c3ccncc3)CC2)CC[C@@H]1N
2357,Z12882,5442637,-7.96,0.82,diversity,0.095,COCc1cnc(C2=N[C@](C)(C(C)C)C(=O)N2)c(C(=O)O)c1
2358,Z27095,72166617,-7.96,0.82,diversity,0.078,O=C(C[C@H]1COCCN1)Nc1cc(F)cc2c1NC(=O)CC2
2359,Z28842,10270032,-7.959,0.82,enrichment,0.134,O=C([C@@H]1CC(=O)N(C2CCCC2)C1)N1CCN(c2nccs2)CC1
2360,Z11114,2386277814,-7.959,0.82,enrichment,0.133,O=C(C[C@H]1CC[C@@H](CNC(=O)c2cocn2)N1CC1CC1)NCc1ccncc1
2361,Z35241,72142092,-7.959,0.82,diversity,0.098,CCOc1ccc(CN(CCOC)C(=O)[C@H]2CC3(CCNCC3)CN2)cc1
2362,Z35567,91907715,-7.958,0.82,enrichment,0.139,CCNc1ncc(C(=O)N2CCC(C(=O)N3CCOCC3)CC2)cn1
2363,Z42218,1704336972,-7.957,0.82,enrichment,0.160,CN1CCC[C@]2(CO)CCN(c3cc(C4CC4)ncn3)C[C@@H]12
2364,Z18836,426550122,-7.957,0.82,enrichment,0.138,COCCn1cncc1CNC(=O)Nc1cccc2nn(C)nc12
2365,Z15403,2356152571,-7.957,0.82,diversity,0.106,CO[C@H]1C[C@@H](C(=O)NCCc2nncn2C)CC[C@@H]1NS(=O)(=O)CC1CC1
2366,Z42082,67872039,-7.956,0.82,enrichment,0.151,NC(=O)c1cnc2n1CCN(C(=O)COC[C@@H]1CCCCO1)C2
2367,Z34624,67773984,-7.956,0.82,diversity,0.075,Cc1cc(-n2cnnc2[C@H](O)c2ccccc2)n(C)n1
2368,Z12421,1775980720,-7.956,0.82,diversity,0.094,O=C(c1cc(F)ccc1Cl)N1C[C@@H]2COC[C@]2(C(=O)O)C1
2369,Z48153,1304659,-7.954,0.82,enrichment,0.136,CCOC(=O)c1cnc2nc(-c3ccncc3)nn2c1N
2370,Z33309,2382371235,-7.954,0.82,enrichment,0.133,COCc1nc(CN2CC[C@H](NC(=O)c3ccccc3)[C@@H](O)C2)no1
2371,Z45165,4495925,-7.954,0.82,diversity,0.091,CCn1c2c(c(=O)[nH]c1=O)[C@@H](c1ccc(Cl)cc1)C1=C(COC1=O)N2
2372,Z29637,96139064,-7.953,0.83,enrichment,0.138,CCN(CC)C(=O)[C@@H]1C[C@@H](NC(=O)c2cncnc2C)CN1C1CCCC1
2373,Z40472,619121,-7.953,0.83,diversity,0.101,O=c1c[n+]([O-])c2ccccc2n1OCc1ccccn1
2374,Z00820,952872225,-7.953,0.83,diversity,0.076,CC[C@@H](C(=O)N1CCC2(CC1)CC(=O)NC(=O)C2)N(C)CC
2375,Z29341,2325899199,-7.952,0.83,diversity,0.060,CN[C@H](CO)c1cccc(-c2cccc3c2CNC3=O)c1
2376,Z05038,2325775057,-7.952,0.83,diversity,0.058,CCC[C@H](CC)CC(=O)N[C@@H]1CNCC12CCS(=O)(=O)CC2
2377,Z24161,952976707,-7.952,0.83,diversity,0.084,COc1ccc(-n2cccn2)cc1S(=O)(=O)N(C)C[C@@]1(C)CCN(C)C1
2378,Z16818,299778184,-7.951,0.83,enrichment,0.176,Nc1cc(-c2cccc(C(=O)NCCCCCN3CCOCC3)c2)ncn1
2379,Z23268,1565508528,-7.951,0.83,enrichment,0.172,COC[C@@H]1[C@H](NC(=O)c2cn3cccnc3n2)[C@H]2CCO[C@@H]12
2380,Z44978,77406741,-7.951,0.83,enrichment,0.149,Cc1ncncc1C(=O)N1CCC(C(=O)N2CCCC2)CC1
2381,Z47637,17066739,-7.951,0.83,enrichment,0.138,O=C(O)[C@H]1CC=CC[C@@H]1C(=O)Nc1ccc(Cn2cncn2)cc1
2382,Z00242,299781323,-7.951,0.83,enrichment,0.133,CC(C)c1cc(C(=O)N2CC[C@@H](CS(N)(=O)=O)C2)nc(N)n1
2383,Z27280,2325788794,-7.951,0.83,diversity,0.118,O=C(O)[C@H]1CS(=O)(=O)CCN1Cc1cc2ncccc2s1
2384,Z01356,61715010,-7.95,0.83,diversity,0.122,COc1cc2[nH]c3c(NN)ncnc3c2cc1OC
2385,Z44053,440111,-7.95,0.83,diversity,0.059,O=C1C=CC(=O)N1c1ccc(N2C(=O)C=CC2=O)c(Cl)c1
2386,Z30221,4289905,-7.95,0.83,diversity,0.104,Nc1nc2n(n1)[C@H](c1ccc(Cl)cc1)CC(=O)N2
2387,Z25649,1616078756,-7.949,0.83,enrichment,0.136,CN(C)S(=O)(=O)C[C@H]1CN(C(=O)c2ncc(F)cc2F)C[C@@H]1O
2388,Z31553,526056038,-7.949,0.83,diversity,0.091,COC(=O)[C@H]1N[C@H](c2ccc(OC)cc2)[C@@H]2C(=O)NC(=O)[C@H]12
2389,Z47906,222809151,-7.948,0.83,enrichment,0.138,CCO[C@@H]1COCC[C@H]1NC(=O)c1cccc(-n2cnnc2)n1
2390,Z47474,2356152467,-7.947,0.83,enrichment,0.144,COc1ccc(C(=O)N2C[C@H]3COC[C@@]3(CO)C2)cc1OCCCN
2391,Z16857,2382345569,-7.946,0.83,enrichment,0.136,CCCN=c1ncc(-c2nccn2[C@@H]2CO[C@@H]3[C@H](O)CO[C@@H]32)c[nH]1
2392,Z09883,299783679,-7.946,0.83,enrichment,0.133,Cc1cccnc1CN1CCN(C(=O)c2csnc2N)CC1
2393,Z23399,67966345,-7.946,0.83,diversity,0.101,CCN(CC)C(=O)[C@@H]1C[C@@H](N)CN1C(=O)c1[nH]nc2c1CN(C)CC2
2394,Z05310,67909798,-7.946,0.83,diversity,0.081,CN(C)CCN1C(=O)N[C@](Cc2ccc(F)cc2)(C2CCNCC2)C1=O
2395,Z36037,1074560630,-7.945,0.83,enrichment,0.148,COC[C@H]1[C@@H](NC(=O)Cn2cnc3ccccc32)[C@H]2CCO[C@H]21
2396,Z36806,12200949,-7.945,0.83,enrichment,0.135,CCN(Cc1nccn1C)C(=O)c1ccc(N[C@H]2CCOC2)nc1
2397,Z10436,2100543844,-7.943,0.84,enrichment,0.169,CCCCn1nc(CC(C)C)c2c(N3CC[C@H](CS(N)(=O)=O)C3)ncnc21
2398,Z23060,223874621,-7.943,0.84,enrichment,0.136,COc1ccc([C@@H](NC(=O)Cn2cnc(C)c2C)C2CC(O)C2)cn1
2399,Z39602,96149115,-7.942,0.84,enrichment,0.135,COC[C@@H]1CCCN(c2ncc(C(C)(C)C(=O)O)c(N3CCOCC3)n2)C1
2400,Z43450,2325766866,-7.942,0.84,diversity,0.070,Cc1[nH]nc2c1N(C(=O)c1cn(C(C)C)nn1)CCC2
2401,Z31971,2325769184,-7.942,0.84,diversity,0.084,Cc1cc(C)c(CCNC(=O)[C@]2(CN)C[C@H]2S(C)(=O)=O)cc1C
2402,Z12317,32636,-7.942,0.84,diversity,0.098,Cc1[nH]c2nc(CC(=O)O)nn2c(=O)c1Oc1ccccc1
2403,Z01925,244723912,-7.941,0.84,enrichment,0.151,O=C(NCC[C@H]1CCOC1)c1cnn2cc(CCO)cnc12
2404,Z35260,1857734252,-7.941,0.84,enrichment,0.143,O=C(NCc1cc(O)ncn1)[C@@H]1CC(=O)N(c2nccs2)C1
2405,Z43594,66200431,-7.941,0.84,enrichment,0.134,COc1cc(NS(=O)(=O)c2ccc(NC(=O)C3CC3)cc2)ncn1
2406,Z10851,1772704025,-7.941,0.84,diversity,0.110,CN(C[C@H]1Cc2ccccc2CN1C)c1nnc(CN)o1
2407,Z25259,299755588,-7.94,0.84,enrichment,0.140,O=C(COCC(F)(F)C(F)F)N1CC[C@@H](Nc2ncccn2)[C@H](O)C1
2408,Z46715,1704303822,-7.94,0.84,enrichment,0.139,CCCOc1ccc(C(=O)N2CC[C@H](C(=O)O)[C@H](O)C2)cc1
2409,Z14745,2382389806,-7.939,0.84,enrichment,0.149,CC[C@@H]1C[C@H](O)CC2(CCN(c3ncncc3C(=O)OC)CC2)O1
2410,Z14050,670460730,-7.937,0.84,diversity,0.059,Cc1cccc(C[C@H](C)N=c2nn[nH]n2-c2ccccc2)n1
2411,Z25930,15066009,-7.936,0.84,enrichment,0.141,COc1ccccc1OCc1cc(C(=O)NCCN2CCC[C@H](O)C2)no1
2412,Z48630,96152422,-7.936,0.84,enrichment,0.138,Cc1cc2c(SCC(=O)N3CC[C@](C)(O)[C@@H](O)C3)ncnc2s1
2413,Z28214,91872892,-7.936,0.84,enrichment,0.136,COc1cccc([C@@H]2CN(C(=O)CCn3cncn3)C[C@H]2C(=O)O)c1
2414,Z46058,12438768,-7.936,0.84,diversity,0.105,COc1ccccc1CN1C(=O)O[C@@H]2CN(S(=O)(=O)N(C)C)C[C@@H]21
2415,Z10182,1857717187,-7.936,0.84,diversity,0.082,Cc1nc([C@H]2CN(C)CCO2)n(-c2ccc(F)cc2F)n1
2416,Z45378,1857686968,-7.935,0.84,diversity,0.087,Cn1nc(C(=O)N2CCC(N3CCOCC3)CC2)nc1Cl
2417,Z46248,59895997,-7.934,0.84,enrichment,0.162,Cc1ccc(N[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)cc1
2418,Z33393,2325829768,-7.934,0.84,diversity,0.082,Cc1ccn([C@@H](C)C(=O)NC2(C)CN(C(=O)c3ccncc3)C2)n1
2419,Z25410,17087737,-7.934,0.84,diversity,0.096,CCOC(=O)c1c(NC(=O)CN(C)Cc2cnn(C)c2C)sc(C(N)=O)c1C
2420,Z24006,2100482371,-7.933,0.85,enrichment,0.159,CCCO[C@@H]1CC[C@H](C(=O)N2CCOCC2)C[C@H]1NC(=O)c1ncc[nH]1
2421,Z01026,1529101139,-7.933,0.85,enrichment,0.146,OC[C@H]1CCCCN1CCNc1cc(N2CCC(O)CC2)ncn1
2422,Z34525,72440404,-7.933,0.85,enrichment,0.136,CNc1cc(C(=O)N2CCC(N3C[C@H](C)O[C@H](C)C3)CC2)ccn1
2423,Z25088,2325865511,-7.933,0.85,diversity,0.094,CC1=NO[C@@](C)(C(=O)N2CCC[C@H](NC(=O)CCc3cnoc3)C2)C1
2424,Z12494,2356158650,-7.932,0.85,enrichment,0.145,Cn1[nH]cnc1=NCCNC(=O)c1ccc2ccccn12
2425,Z32333,952972599,-7.932,0.85,diversity,0.094,CCn1ccc(C(=O)Nc2cc(C)ccc2NC(=O)CN(C)C)n1
2426,Z26001,534669371,-7.931,0.85,enrichment,0.139,NC(=O)[C@@H]1CC=CC[C@H]1NC(=O)CN1CCN(c2ncccn2)CC1
2427,Z39139,1857687432,-7.931,0.85,diversity,0.132,c1nnn(-c2ccc(OC[C@H]3CC4CCN3CC4)cc2)n1
2428,Z11860,4042275,-7.93,0.85,diversity,0.132,OC[C@@H]1O[C@H](Nc2ccc(-c3ccc(N[C@@H]4C[C@@H](O)[C@H](CO)O4)cc3)cc2)C[C@@H]1O
2429,Z29479,67713764,-7.929,0.85,enrichment,0.143,Cc1nc(N)ncc1C(=O)NC[C@H]1CCCN(Cc2ccco2)C1
2430,Z22359,1857672919,-7.929,0.85,enrichment,0.140,Cc1nonc1OCCNC(=O)[C@@H]1CCc2ncnn2C1
2431,Z21186,12316899,-7.929,0.85,diversity,0.123,CS(=O)(=O)c1ncc(CN(CCO)CCO)n1CC1CCCCC1
2432,Z00331,20614951,-7.929,0.85,diversity,0.107,Cn1cc(C(=O)O)c(C(=O)NCc2cc3c(s2)CCCC3)n1
2433,Z43791,72157389,-7.928,0.85,enrichment,0.146,COc1cc(CNC(=O)c2cccc3ccnn23)ccc1O
2434,Z18406,72425702,-7.927,0.85,enrichment,0.136,CCCn1cc(C(=O)NCc2cc(N3CCOCC3)ncn2)c(C)n1
2435,Z13299,2382390385,-7.927,0.85,enrichment,0.135,CCOCC(=O)N1C[C@H]2[C@@H](CNC(=O)c3ccc(C)nc3C)[C@@H]3CC[C@@]2(C1)O3
2436,Z40559,2325780281,-7.927,0.85,diversity,0.107,O=C(NC1(c2nc[nH]n2)CCC1)c1coc2c1CNC2
2437,Z03543,1044115,-7.927,0.85,diversity,0.118,CCOC1=NC(C(F)(F)F)(C(F)(F)F)N=C(N2CCOCC2)O1
2438,Z35492,137989586,-7.927,0.85,diversity,0.103,C[C@@H](Cc1ccccc1)[n+]1noc(O)c1C(=O)CN
2439,Z20396,214925832,-7.927,0.85,diversity,0.072,COc1ccc(S(=O)(=O)N[C@H]2CC[C@H](N)C2)c2c1CCCC2
2440,Z17800,96153010,-7.925,0.85,enrichment,0.140,COC(=O)C[C@H]1CCN(C(=O)Nc2ccc3c(c2)ncn3C)C1
2441,Z14364,1074563335,-7.925,0.85,enrichment,0.134,O=C(N[C@@H]1C[C@H]2OCC[C@@H]12)c1ccc(-n2ccnc2)cc1
2442,Z41262,2325759897,-7.925,0.85,diversity,0.086,CN(Cc1ccc(-n2cncn2)c(F)c1)Cc1cnn2c1CNCC2
2443,Z04303,45364534,-7.925,0.85,diversity,0.076,Cc1c(N2CCN(C)CC2)c(=O)oc2cc(O)cc(O)c12
2444,Z44833,215299334,-7.923,0.86,enrichment,0.141,O=C(c1ccc(Cn2cccn2)o1)N1CC[C@@H](CO)[C@@H](O)C1
2445,Z00420,1704298117,-7.922,0.86,enrichment,0.150,Nc1cc(C(=O)N2C[C@H](O)[C@H](Cc3ccncc3)C2)[nH]n1
2446,Z15330,80858823,-7.922,0.86,diversity,0.085,CN(C(=O)[C@H]1COc2ccccc2C1)C1CCS(=O)(=O)CC1
2447,Z28907,91676888,-7.919,0.86,enrichment,0.155,O=C(NCc1cnn2cccnc12)[C@@H]1CC(=O)N(C2CC2)C1
2448,Z37899,77322125,-7.918,0.86,enrichment,0.145,CCn1c(N)nc2cc(C(=O)NCCS(=O)(=O)NC)cnc21
2449,Z40558,2382395290,-7.918,0.86,enrichment,0.138,Cc1csc2c(N3C[C@H]4COC(=O)[C@H]4C3)ncnc12
2450,Z36473,828322976,-7.916,0.86,diversity,0.106,O=C1OC[C@@H]2CN(Cc3ccc(-c4cc[nH]n4)s3)CCN12
2451,Z12900,97492492,-7.915,0.86,enrichment,0.136,Cn1ccnc1C1CCN(C(=O)[C@@H]2CC(=O)N(C3CC3)C2)CC1
2452,Z32063,2325802762,-7.915,0.86,diversity,0.083,Cn1cc(OC2CN(c3ccc(S(C)(=O)=O)cc3S(C)(=O)=O)C2)cn1
2453,Z08875,71776459,-7.914,0.86,enrichment,0.169,COCCn1cncc1CNc1ncnc2c1CCN(C(=O)C1CC1)C2
2454,Z33414,32580849,-7.914,0.86,enrichment,0.136,O=c1c2cccc(F)c2ncn1C[C@@H](O)c1cccnc1
2455,Z34841,17039325,-7.914,0.86,diversity,0.101,NC1=N[C@@H](c2ccccc2)N(c2ccccc2)C(N)=N1
2456,Z00060,4866204,-7.914,0.86,diversity,0.071,COc1ccc(OC)c(-c2c(=O)n(O)c3ccccc3[n+]2[O-])c1
2457,Z40354,824864465,-7.913,0.87,diversity,0.110,CS(=O)(=O)NCCc1ncnn1-c1ccc(OC(F)(F)F)cc1
2458,Z09001,55036094,-7.913,0.87,diversity,0.131,CN(C)c1cc(-c2cnn(CC(=O)Nc3cnn(C)n3)c2)ncn1
2459,Z04535,23354064,-7.913,0.87,diversity,0.073,CC(C)CN1C[C@@H](CN2CCN(C)CC2)C[C@@H](C(=O)N2CCCC2)C1
2460,Z31382,2382399960,-7.912,0.87,enrichment,0.149,COCCC(=O)N[C@H]1C[C@@H](O)CN(CC(=O)Nc2ccc(Cl)cn2)C1
2461,Z41417,20206194,-7.912,0.87,diversity,0.069,Cc1ccc(-c2cnnc(N(C)CCN3CCOCC3)n2)o1
2462,Z25145,72167485,-7.911,0.87,enrichment,0.138,CCN(CCOC)C(=O)C[C@@H]1C(=O)NCCN1C1Cc2ccccc2C1
2463,Z23785,1704299300,-7.91,0.87,enrichment,0.138,CCc1ccccc1OCCN1CC[C@@H](O)[C@@H](C(=O)O)C1
2464,Z05730,823791226,-7.91,0.87,diversity,0.085,CN1CCN(S(=O)(=O)NCCc2noc(C(F)(F)F)n2)CC1
2465,Z14309,2325781012,-7.91,0.87,diversity,0.123,O=C(NC1(c2ncon2)CC1)c1cc(C2CC2)ccn1
2466,Z15830,299796936,-7.909,0.87,enrichment,0.140,CNc1cc(C(=O)N[C@@H]2CCN(CC(=O)N(C)C)C[C@H]2O)ccn1
2467,Z49499,536948776,-7.909,0.87,diversity,0.076,CN1CCC(n2nnc3c2C[C@@H](C(=O)O)CC3)CC1
2468,Z33819,426734243,-7.908,0.87,enrichment,0.140,COc1ccc(F)cc1C(=O)N[C@@H]1CCN(Cc2cscn2)C[C@H]1O
2469,Z01383,2382368668,-7.905,0.87,enrichment,0.169,O[C@H]1CN(c2cc(C3CC3)ncn2)C[C@@H]1Cc1ccncc1
2470,Z05944,221156383,-7.905,0.87,enrichment,0.143,Cc1cc(CC(=O)N2CCC(n3cnnc3)CC2)on1
2471,Z01318,299774688,-7.905,0.87,enrichment,0.135,Cn1ccnc1CN(CCO)c1cc([C@H]2CCOC2)nc(N)n1
2472,Z19137,91416642,-7.905,0.87,enrichment,0.134,O=C([C@@H]1CC(=O)N(C2CC2)C1)N1CCc2ncccc2C1
2473,Z41289,584895899,-7.904,0.87,enrichment,0.171,COc1ccc2ncn([C@@H]3CCCC[C@H]3O)c(=O)c2c1
2474,Z40603,20203774,-7.904,0.87,enrichment,0.145,C[C@H]1CN(CCNC(=O)c2ccc3[nH]cnc3c2)C[C@@H](C)O1
2475,Z03873,2325773311,-7.904,0.87,diversity,0.100,COC1CC2(C1)NC(=O)N(c1cncc(Br)c1C)C2=O
2476,Z29087,92028153,-7.904,0.87,diversity,0.083,COCCCN1CC2(CCC1=O)CCN(C(=O)CSc1nc(C)n[nH]1)CC2
2477,Z05718,216422042,-7.903,0.88,diversity,0.100,Cc1cn2cc(CNC(=O)Cc3nonc3C)nc2s1
2478,Z44515,1616081781,-7.902,0.88,enrichment,0.134,O=C(CCc1ccccc1)N1C[C@H](Cc2cnccn2)[C@@H](O)C1
2479,Z11984,1857713866,-7.902,0.88,enrichment,0.133,O=C(CNc1cccnc1)N1C[C@@H](O)[C@H](Cc2cnccn2)C1
2480,Z06755,12713110,-7.902,0.88,diversity,0.086,CC(=O)NCCNC(=O)CCc1nnc(CCC2CCCCC2)o1
2481,Z25500,4844904,-7.902,0.88,diversity,0.080,CN(C)c1nc(OC2=NN[C@@H](OCCOc3ccccc3)C=C2)nc(N(C)C)n1
2482,Z20077,1926025,-7.902,0.88,diversity,0.089,Cc1ccn(C(=O)c2cc3ccccc3oc2=O)n1
2483,Z03886,2356169416,-7.901,0.88,diversity,0.085,O=C(N=c1cc(C2CCC2)[nH][nH]1)c1c[nH]c(=O)cn1
2484,Z27853,95378805,-7.9,0.88,enrichment,0.143,CCc1cnc(N)nc1N1CCC2(CC1)OCCC[C@@H]2OC
2485,Z06143,1875249365,-7.9,0.88,enrichment,0.138,COc1ncccc1C(=O)N[C@H]1CO[C@@H]2[C@H](O)CO[C@H]12
2486,Z19617,221322296,-7.9,0.88,diversity,0.077,CCc1nc(=O)c(CC(=O)NC[C@H]2CC(=O)N(C(C)C)C2)c(C)[nH]1
2487,Z45762,205684,-7.9,0.88,diversity,0.113,CCOC(=O)[C@H](Oc1ccc(=O)n(-c2ccccc2)n1)C(C)=O
2488,Z37146,71750783,-7.898,0.88,enrichment,0.133,COCCNC(=O)[C@H]1CCCN(C2CCN(C(=O)c3ncoc3C)CC2)C1
2489,Z11829,2325796513,-7.897,0.88,diversity,0.065,CC(C)[C@@]12CC[C@H](NC(=O)N[C@H]3C[C@H](O)[C@H](O)C3)[C@@H]1C2
2490,Z31498,1704307490,-7.896,0.88,enrichment,0.160,Cc1cnc(N2CC[C@@]3(CO)CCCN(C)[C@@H]3C2)nc1N
2491,Z48639,97716940,-7.896,0.88,enrichment,0.138,Cn1cnc2cc(C(=O)NCCNC(=O)c3cccnc3)ccc21
2492,Z14169,220685413,-7.895,0.88,enrichment,0.151,CN(C)C(=O)CO[C@H]1CCOC[C@H]1NC(=O)c1ccc(N)nc1
2493,Z47766,299773604,-7.895,0.88,diversity,0.129,CC1(C)[C@H]2CC=C(CCNC(=O)Cn3cc(N)cn3)[C@@H]1C2
2494,Z44828,209779462,-7.892,0.89,enrichment,0.148,COC(=O)[C@@H]1C[C@H](O)CCN1Cc1ccc(Sc2ncn[nH]2)o1
2495,Z15800,1857673956,-7.891,0.89,enrichment,0.134,O=C(N[C@H]1CCO[C@H](CO)[C@H]1O)c1n[nH]c2c1CCC2
2496,Z37591,67724026,-7.89,0.89,enrichment,0.146,CCN(CC)Cc1cnc2c(C(=O)N3CCC(O)CC3)cnn2c1
2497,Z17473,65362672,-7.89,0.89,enrichment,0.141,O=S(=O)(NCCNc1cc(-n2cccn2)ncn1)c1cccc(F)c1
2498,Z33793,2913469,-7.89,0.89,diversity,0.131,NC(=S)n1nc2ccc3nn(C(N)=S)nc3c2n1
2499,Z28527,4620447,-7.889,0.89,enrichment,0.153,COCCOC(=O)C1=C(N)Oc2c(oc(CO)cc2=O)[C@@H]1c1ccncc1
2500,Z24838,169769544,-7.889,0.89,enrichment,0.150,CO[C@H]1CCOC2(CCN(S(=O)(=O)c3cn(C)cn3)CC2)C1
2501,Z14962,67948056,-7.889,0.89,enrichment,0.143,CCN(CC)C(=O)[C@@H]1C[C@@H](N)CN1C(=O)c1cnc2c(c1)ncn2C
2502,Z43930,2234570023,-7.889,0.89,enrichment,0.141,COc1cc(OC)nc(N2C[C@H]3COC[C@@]3(CO)C2)n1
2503,Z32965,2382384524,-7.889,0.89,enrichment,0.136,COc1cnc(N2CC[C@H](O)[C@@](CC3CC3)(C(=O)O)C2)nc1
2504,Z02884,1704302780,-7.889,0.89,enrichment,0.134,Cc1noc(C)c1CN1C[C@@H](O)[C@H](Cc2cnccn2)C1
2505,Z44290,2382297939,-7.889,0.89,enrichment,0.133,COc1ccc(CN2CC[C@@H](O)[C@H](C(=O)O)C2)cc1OCCN1CCOCC1
2506,Z06371,5065640,-7.889,0.89,diversity,0.092,COc1c(C)cc(Br)cc1C(=O)NC(=S)Nc1nnn(C)n1
2507,Z14602,2382430278,-7.889,0.89,diversity,0.086,Cc1cnccc1CNC(=O)C1(Cc2ccccc2)CN(C(=O)CNC(N)=O)C1
2508,Z21894,219314677,-7.888,0.89,enrichment,0.154,COCc1ccc(C(=O)N2CC[C@H](NC(=O)c3cnccn3)[C@@H](O)C2)s1
2509,Z07239,2382380864,-7.887,0.89,diversity,0.125,O[C@H]1CN(Cc2cccc3ccnn23)C[C@@H]1Cc1ccncc1
2510,Z06300,98271,-7.886,0.89,enrichment,0.143,CCOC(=O)c1nnn(-c2nonc2N)c1CNc1ccccc1
