rank,lig_id,zinc_id,affinity,delta_vs_AMP,arm,tanimoto_to_amp,can_smiles
2136,Z36921,1772703931,-8.058,0.72,diversity,0.094,Cc1nc(CN2CC(=O)N[C@@H](Cc3ccccc3)C2)n(C)c1C
2137,Z12828,426411471,-8.056,0.72,enrichment,0.157,NS(=O)(=O)c1ccc(CCNc2cc([C@@H]3CCOC3)ncn2)cc1
2138,Z04992,2356145400,-8.056,0.72,enrichment,0.138,COC(=O)[C@@H]1CC12CCN(C(=O)c1cnc(O)nc1O)CC2
2139,Z47091,72164155,-8.056,0.72,enrichment,0.134,O=C(C[C@@H]1COCCN1)Nc1cccc2cccnc12
2140,Z07102,42475858,-8.054,0.72,enrichment,0.157,Cc1cccc2c(=O)n(CCCN3CCC[C@H](O)C3)cnc12
2141,Z10283,1857718341,-8.054,0.72,enrichment,0.141,COCCn1nnc([C@H]2CN(c3ncccc3C(N)=O)CCO2)n1
2142,Z37996,2356159202,-8.054,0.72,enrichment,0.134,CN(C)S(=O)(=O)C[C@@H]1CN(C(=O)c2cccc3c2COC3)C[C@H]1O
2143,Z48251,71289463,-8.054,0.72,diversity,0.060,CNc1nn2c(=O)cc(C)[nH]c2c1S(=O)(=O)c1ccccc1
2144,Z36995,2325776487,-8.054,0.72,diversity,0.069,CC1(C)CO[C@@H](CS(=O)(=O)NCC(C)(C)[C@]2(O)CCCOC2)C1
2145,Z46979,6382928,-8.054,0.72,diversity,0.129,O=c1cc(O)c2ccc(OC[C@@H](O)Cn3ccnc3)cc2o1
2146,Z07481,1772810749,-8.053,0.72,enrichment,0.135,CN(C)C[C@@]12CN(C(=O)c3cn[nH]c3)C[C@@H]1CN(C1CCOCC1)C2
2147,Z07007,2356148204,-8.053,0.72,enrichment,0.135,COCCn1cnnc1CCNC(=O)c1ccc(-c2cncc(N)n2)cc1
2148,Z22625,72156454,-8.052,0.73,enrichment,0.143,CC(C)c1cc(C(=O)N2CCn3cncc3C2)nc2ncnn12
2149,Z20764,92038994,-8.052,0.73,enrichment,0.135,N[C@H]1CN(C(=O)C2CCOCC2)C[C@@H]1c1ccccc1
2150,Z14219,1857724176,-8.052,0.73,enrichment,0.133,CCCS(=O)(=O)NC[C@H]1[C@H]2CN(c3ncc(F)cn3)C[C@]23CC[C@H]1O3
2151,Z25165,1772805496,-8.051,0.73,enrichment,0.140,CS(=O)(=O)N1C[C@@H]2CN(Cc3cnc(N)nc3)C[C@]2(CCc2ccccc2)C1
2152,Z33387,2325829911,-8.051,0.73,diversity,0.067,Cc1nc2c([nH]1)[C@@H](C(=O)N[C@]1(C(=O)O)CCOC1)CCC2
2153,Z47320,1772819858,-8.051,0.73,diversity,0.105,CN(C)C[C@@]12CN(Cc3ncc[nH]3)C[C@H]1CN(C(=O)CCc1ccncc1)C2
2154,Z04824,202094201,-8.05,0.73,enrichment,0.139,CC(C)(C)OC(=O)N1C[C@H](O)[C@H](O)[C@H]1C(=O)OCc1ccccc1
2155,Z06782,1875248459,-8.05,0.73,enrichment,0.135,O=C(CCCn1cncn1)N[C@@H]1C[C@H](C(=O)NCCCn2cccn2)C[C@H]1O
2156,Z42432,67447411,-8.05,0.73,enrichment,0.133,CCN(CC)Cc1cnc2c(C(=O)N[C@H]3CCC(=O)N(C)C3)cnn2c1
2157,Z47044,2325757524,-8.05,0.73,diversity,0.089,COCC(=O)N1[C@@H](C)CN(C(=O)C23CC(C(F)(F)F)(C2)C3)C[C@@H]1C
2158,Z11068,23399053,-8.05,0.73,diversity,0.054,CSCCc1n[nH]c2c1CN(S(=O)(=O)c1c(C)nn(C)c1C)CC2
2159,Z34426,1875249784,-8.049,0.73,enrichment,0.156,COc1cc(NC(=O)c2cccc3nccnc23)ncn1
2160,Z31034,82161561,-8.049,0.73,enrichment,0.143,CCCc1cc(C(=O)N[C@H]2Cc3ccccc3[C@@H]2N)n(C)n1
2161,Z18514,1857716443,-8.049,0.73,enrichment,0.136,COCCC(=O)N[C@@H]1CS(=O)(=O)C[C@H]1n1ccnc1-c1ccc(F)cc1
2162,Z30477,14965478,-8.048,0.73,enrichment,0.145,Nc1cc(C(=O)NCc2cccnc2N2CCOCC2)ccn1
2163,Z15880,1704354295,-8.048,0.73,enrichment,0.141,Cc1cc(C[C@@H]2CN(C(=O)c3ccnn3C(C)C)C[C@H]2O)n[nH]1
2164,Z30442,95509967,-8.048,0.73,enrichment,0.136,CCN(C(=O)Nc1cccc(-n2cccn2)c1)[C@H]1COC[C@@H]1O
2165,Z04391,65508879,-8.048,0.73,enrichment,0.133,CN(C)[C@@H]1C[C@@H](C(=O)O)N(Cc2cccc3nonc23)C1
2166,Z01660,299786005,-8.047,0.73,enrichment,0.148,COc1cccc2c1OC[C@H](CNC(=O)c1c(C)ncn1C)C2
2167,Z49319,1529158752,-8.047,0.73,enrichment,0.147,COc1ccc([C@@H]2[C@@H](CO)OCCN2C(=O)c2c(C)nc3ncccn23)cc1OC
2168,Z00963,219456707,-8.047,0.73,diversity,0.115,Cc1ccc([C@H](C)NC(=O)c2cc(C)nc(N)n2)cn1
2169,Z05661,1615691439,-8.046,0.73,enrichment,0.155,NC(=O)[C@H]1CC=CC[C@@H]1NC(=O)c1ccc(Cn2cccn2)o1
2170,Z41388,2325813106,-8.045,0.73,diversity,0.085,O=C(C[C@H]1CCC2(CNC2)O1)N=c1ccn(Cc2ccsc2)[nH]1
2171,Z00919,952990278,-8.045,0.73,diversity,0.099,Cc1oc(-c2cc[nH]n2)cc1S(=O)(=O)N(C)C[C@@H](C)N1CCOCC1
2172,Z37227,1704343606,-8.044,0.73,enrichment,0.145,Cc1nc(N)nc(N2C[C@@H](O)[C@H](Cc3cnccn3)C2)c1Cl
2173,Z38580,1857741505,-8.044,0.73,enrichment,0.136,O=C(O)C[C@@H]1CN(Cc2ccc3ncccc3c2)C[C@H]1O
2174,Z48811,215005105,-8.044,0.73,enrichment,0.133,NS(=O)(=O)N1CCN(Cc2cccc3nonc23)CC1
2175,Z48654,820906051,-8.044,0.73,diversity,0.060,CC(C)CC(=O)N1CCC(NS(=O)(=O)[C@H]2CCS(=O)(=O)C2)CC1
2176,Z23468,1857677629,-8.044,0.73,diversity,0.062,Cc1cnnc(N2CCC3(CCC(=O)N3)CC2)c1C
2177,Z42924,1529175018,-8.043,0.74,enrichment,0.139,NC(=O)C1(C(=O)N2CCO[C@H](CO)[C@H]2c2ccccc2)CC1
2178,Z19822,91657250,-8.043,0.74,diversity,0.078,O[C@]12CCNC[C@H]1CN(Cc1cccc(N3CCOCC3)c1)CC2
2179,Z34388,220512234,-8.042,0.74,enrichment,0.143,CCN(Cc1noc(C2CCC2)n1)C(=O)c1cnc(N)nc1C
2180,Z02894,4352517,-8.042,0.74,enrichment,0.138,CCOC(=O)C1=NO[C@@H]2C(=O)N(c3ccc(Cl)cc3)C(=O)[C@@H]12
2181,Z29534,1565529847,-8.041,0.74,enrichment,0.136,Cc1ccc(S(N)(=O)=O)cc1C(=O)N[C@H]1CCOC[C@@H]1OCC1CC1
2182,Z01863,2383320082,-8.04,0.74,enrichment,0.165,NC(=O)C1(Cc2ccccc2F)CN(c2cc(N)ncn2)C1
2183,Z26166,1565528980,-8.04,0.74,enrichment,0.136,Cn1cnc(S(=O)(=O)N2C[C@@H]3CC[C@H](C2)C(=O)N3Cc2ccccn2)c1
2184,Z25526,1857711363,-8.04,0.74,diversity,0.111,CCOC(=O)[C@H]1[C@@H](C)C=C[C@H]2CN(C(=O)CCc3cnccn3)C[C@H]12
2185,Z09457,1529118587,-8.039,0.74,enrichment,0.136,Cc1ccc(CC(=O)N2C[C@@H](O)[C@H](Cc3ccccn3)C2)cc1
2186,Z39004,65382192,-8.039,0.74,diversity,0.079,CCN1C[C@H]2[C@@H](c3ccc(CO)o3)N[C@](CO)(c3ccccc3)[C@H]2C1
2187,Z10916,23581441,-8.039,0.74,diversity,0.118,CC[C@@H](OC)c1nc(-c2c(C)ncc3c2CCN(C(=O)CN)C3)no1
2188,Z23250,71760045,-8.038,0.74,enrichment,0.155,O=C(C1CC1)N1CCc2c(ncnc2NCCN2CCOCC2)C1
2189,Z27107,2163816,-8.038,0.74,enrichment,0.136,Nc1cccc(C(=O)NC2=NN(CC(F)(F)F)C(=O)C2)c1
2190,Z09473,91486887,-8.038,0.74,diversity,0.093,CC(C)N1CCC(c2cn(CCSc3ncn[nH]3)nn2)CC1
2191,Z47055,169782136,-8.038,0.74,diversity,0.098,O=C(c1ccc(Br)o1)N1C[C@H](CO)C2(CCNCC2)C1
2192,Z30425,2325790041,-8.037,0.74,diversity,0.095,O=C(c1n[nH]c(O)n1)N1CCS[C@@H]1c1ccco1
2193,Z12369,2325758567,-8.037,0.74,diversity,0.111,O=C(c1cc(O)cc(=O)o1)N1CCC(c2ncco2)CC1
2194,Z27373,1704335968,-8.036,0.74,enrichment,0.167,Cc1sc2ncnc(N3CC[C@H](O)[C@@H](C(=O)O)C3)c2c1C
2195,Z05694,1074609743,-8.036,0.74,enrichment,0.141,COC[C@H]1[C@@H](NC(=O)c2nc3ccc(Cl)cn3c2F)[C@H]2CCO[C@H]21
2196,Z44265,95864768,-8.036,0.74,enrichment,0.134,CC(=O)OC[C@]12CCC(C)=C[C@@H]1O[C@H]1[C@@H](O)[C@@H](O)[C@]2(C)C12CC2
2197,Z01202,1529161769,-8.036,0.74,diversity,0.081,CNc1nc(C(N)=O)c(NC(=O)[C@@H]2CC(C(C)C)=NO2)s1
2198,Z32499,1425150,-8.035,0.74,diversity,0.091,Cc1nnc(C)n1NC(=O)NC(=O)c1cccc(Cl)c1
2199,Z07422,77338245,-8.034,0.74,enrichment,0.134,COc1ccc(OC[C@H]2CCCN(C(=O)CN3CCOCC3)C2)cc1
2200,Z34743,13116413,-8.034,0.74,diversity,0.100,CCOC(=O)[C@H]1Cc2cc3c(cc2C1=O)C[C@@H](C(=O)OCC)C3=O
2201,Z27713,215492746,-8.033,0.75,enrichment,0.148,Nc1n[nH]c(C(=O)N2CCC[C@H](c3ncn[nH]3)C2)c1Cl
2202,Z36899,1506417114,-8.033,0.75,enrichment,0.139,Nc1ncc(/C=C/C(=O)NC2CCN(CC(=O)NC3CC3)CC2)cn1
2203,Z28432,426379681,-8.033,0.75,enrichment,0.136,COc1ncc(C(=O)NCc2ccc(-n3cccn3)cc2)cn1
2204,Z37228,211148,-8.033,0.75,diversity,0.076,Cn1ncc2c(c1=O)Sc1c(cnn(C)c1=O)S2
2205,Z29760,1857681440,-8.033,0.75,diversity,0.069,C[C@@H]1CN(c2n[nH]c(=N)s2)CCN1c1ccc(F)cn1
2206,Z44742,32541020,-8.032,0.75,enrichment,0.136,Cc1cccc2c(=O)n(CCSc3ncn[nH]3)cnc12
2207,Z16694,36888,-8.031,0.75,diversity,0.096,CC1(C)CC2(CC(C)(C)N1)OC(=O)N(C1CC1)[C@@]2(C)O
2208,Z44966,2382385067,-8.029,0.75,enrichment,0.171,COC1CCN(C(=O)[C@H]2C[C@H](O)[C@@H](NC(=O)c3ccno3)C2)CC1
2209,Z15670,1857701423,-8.029,0.75,enrichment,0.167,Cc1ccc2ncnc(N3CC[C@@H](CS(N)(=O)=O)C3)c2n1
2210,Z13457,1857682285,-8.029,0.75,enrichment,0.160,O=C(c1cc2ncccn2n1)N1C[C@H]2C[C@H](O)C[C@H]2C1
2211,Z24109,95374469,-8.029,0.75,enrichment,0.139,CC(=O)NC1CCN(c2ncnc3nc(C)cc(C)c23)CC1
2212,Z30676,1613882183,-8.029,0.75,enrichment,0.138,O=C(CCc1cc(Cl)no1)N1C[C@H](Cc2ccccn2)[C@@H](O)C1
2213,Z25684,2325828986,-8.029,0.75,diversity,0.084,CC1(C)[C@@H](O)CCN1C(=O)c1nnn2c1C(=O)NCC2
2214,Z18389,72436039,-8.028,0.75,enrichment,0.145,O=C(NCCc1cc(N2CCCC2)ncn1)[C@@H]1C[C@@H]2C=C[C@H]1C2
2215,Z11521,426386258,-8.026,0.75,enrichment,0.200,COC[C@@H]1CCCN1C(=O)c1ccc(-c2cc(N)ncn2)cc1
2216,Z02989,38530537,-8.026,0.75,enrichment,0.137,CC(C)(C)C(=O)N1CCN(c2cc(N3CCOCC3)ncn2)CC1
2217,Z11739,12245677,-8.026,0.75,diversity,0.090,Cc1nnc2ccc(SCC(=O)N3C[C@@H]4CCC[C@H]3C4)nn12
2218,Z44797,223372568,-8.025,0.75,enrichment,0.136,Cc1ccc(O[C@H]2CCOC[C@H]2NC(=O)c2cn(C)nc2C)cn1
2219,Z32071,48428350,-8.025,0.75,diversity,0.107,Cc1cn(CC(=O)Nc2cc(C)nn2-c2ccccn2)cn1
2220,Z26661,91452018,-8.024,0.75,enrichment,0.163,COc1cccc([C@@H]2CN(Cc3cccnc3N)C[C@H]2C(=O)O)c1OC
2221,Z45357,1772813499,-8.024,0.75,diversity,0.073,c1ccc2c(c1)Cn1c(nnc1[C@@H]1CCCN1)CO2
2222,Z13678,5686487,-8.023,0.76,enrichment,0.148,CCOc1ccc(N2C(=O)C[C@@H](Sc3ncn[nH]3)C2=O)cc1
2223,Z30946,61720647,-8.023,0.76,diversity,0.095,CC(C)c1nnc(NC(=O)c2cnc3sccn3c2=O)s1
2224,Z12964,1616076464,-8.023,0.76,diversity,0.128,CCCC[C@H]1CN(c2nc3c(c(O)nc(=O)n3C)n2C)C[C@@H](C2CC2)O1
2225,Z21022,2382363247,-8.021,0.76,enrichment,0.141,Cc1cc(C[C@H]2CN(C(=O)C3CC=CC3)C[C@@H]2O)n[nH]1
2226,Z07507,1506430366,-8.021,0.76,diversity,0.098,CC(C)n1cc(NC(=O)C[C@@H]2C(=O)N(C)C(=O)N2C)cn1
2227,Z31188,642881887,-8.02,0.76,enrichment,0.139,CC(C)(C)OC(=O)N1C[C@@H](c2cnc[nH]2)[C@@H](C(N)=O)C1
2228,Z09205,20715633,-8.02,0.76,diversity,0.064,c1ccc2c(c1)CCN(c1ccc3nncn3n1)C2
2229,Z18516,67947814,-8.02,0.76,diversity,0.074,O=C(C[C@@H]1CCc2ccccc21)NCCNC(=O)C(F)(F)F
2230,Z26798,20528562,-8.02,0.76,diversity,0.081,COC(=O)[C@](c1cc(OC)c(O)c(OC)c1)(N1CCN[C@@H](C)C1)C(F)(F)F
2231,Z49546,1772706678,-8.019,0.76,enrichment,0.135,Cc1ncsc1C(=O)N[C@]1(C)CCOC2(CCN(CC(=O)O)CC2)[C@H]1O
2232,Z08888,2382334289,-8.019,0.76,enrichment,0.133,COc1ncccc1CN1CCC2(CC1)OCC[C@H](O)[C@@H]2O
2233,Z08517,581793779,-8.019,0.76,diversity,0.080,O=C(c1ccsc1)N1CCC2(CC1)N(CC1CC1)C(=O)C[S@@]2=O
2234,Z18732,26481524,-8.018,0.76,diversity,0.051,O=C1NC(=O)[C@@]2(CCOc3ccc(Cl)cc32)N1
2235,Z49223,247546620,-8.016,0.76,enrichment,0.143,CS(=O)(=O)N1CC[C@@]2(O)CCN(Cc3cccnc3N)C[C@H]2C1
2236,Z47232,2100539699,-8.015,0.76,enrichment,0.140,COc1nc(C(=O)N2C[C@@H](O)[C@H](Cc3cc(C)no3)C2)nn1C
2237,Z05295,2382345237,-8.015,0.76,diversity,0.120,O=C1OCCN1CCOc1cccc([C@H]2CNCc3nc[nH]c32)c1
2238,Z33899,77487252,-8.014,0.76,enrichment,0.143,CCn1c(N)nc2cc(C(=O)NCCN3CCCCC3)cnc21
2239,Z41907,1772805836,-8.014,0.76,enrichment,0.141,Cc1nnc(CN2C[C@@H]3CN(Cc4cccnc4N)C[C@]3(CO)C2)s1
2240,Z16541,2100473736,-8.013,0.77,diversity,0.077,Cc1nc2nc(=NC(=O)c3ccn(C)n3)[nH]n2c(O)c1CC(C)C
2241,Z42662,244873313,-8.012,0.77,enrichment,0.133,Cc1cnc(C)c(N2CCN(C(=O)[C@H]3CC[C@@H](O)CC3)CC2)n1
2242,Z11832,67724834,-8.011,0.77,enrichment,0.141,CCn1c([C@H]2CCCN(c3cc(OC)ncn3)C2)nn(C)c1=O
2243,Z33030,2356148195,-8.011,0.77,enrichment,0.141,Cc1ncnc(C)c1C(=O)N(C)[C@H]1C[C@H]2CC(=O)N(C)C[C@H]2C1
2244,Z24423,1704297424,-8.011,0.77,enrichment,0.136,O=C(O)Cc1ccc(CN2C[C@@H](O)[C@H](Cc3cnccn3)C2)cc1
2245,Z28705,1506414463,-8.011,0.77,enrichment,0.136,Cc1cc(C(=O)N2C[C@@H](O)[C@H](F)C2)cc2sc(N)nc12
2246,Z24471,426497407,-8.01,0.77,enrichment,0.153,CN(C)C(=O)CN1CC[C@@H](Nc2ncnc3[nH]ccc23)[C@H](O)C1
2247,Z36486,91445168,-8.01,0.77,enrichment,0.145,CN(C)C[C@@H]1CN(C(=O)COc2ncnc3ccccc23)C[C@@H]1CO
2248,Z01703,72478289,-8.01,0.77,enrichment,0.141,CCCc1nc(C(=O)NCc2cc(N3CCOCC3)ncn2)cs1
2249,Z12974,426519167,-8.01,0.77,diversity,0.128,CCO[C@H]1COC[C@@H]1NC(=O)Nc1ccc(-c2nnc(C)o2)cc1
2250,Z26053,2325769176,-8.009,0.77,enrichment,0.143,COC[C@@H](F)CNC(=O)N1CCN(c2cc(N3CCOCC3)ncn2)CC1
2251,Z07473,584890416,-8.009,0.77,enrichment,0.133,CCn1cnnc1[C@H](C)NC(=O)c1cccc2ccnn12
2252,Z12612,1529153139,-8.009,0.77,diversity,0.091,Cc1cc(C(N)=O)c(N2CCC[C@@](CO)(CN(C)C)C2)nc1C
2253,Z08058,92038166,-8.009,0.77,diversity,0.106,C[C@@H]1CNC(=O)CCN1C(=O)c1cnc(COc2ccc(C(C)(C)C)cc2)[nH]c1=O
2254,Z17947,828250425,-8.008,0.77,diversity,0.074,CC(C)(O)Cn1nc(Cc2cccc(Cl)c2)nc1C1=NNC(=O)CC1
2255,Z47862,19857341,-8.008,0.77,diversity,0.091,O=C1C=C(N2CCN(CCO)CC2)C2(CCCCC2)O1
2256,Z29584,2325854144,-8.007,0.77,enrichment,0.179,CC1(C)C[C@@H](CC(N)=O)N(c2ncnc3[nH]cnc23)C1
2257,Z06465,2100544943,-8.007,0.77,enrichment,0.154,O=C(O)[C@@H]1CN(c2ncnc3ccsc23)CC[C@@H]1O
2258,Z49919,91724563,-8.006,0.77,enrichment,0.148,CCc1cc(N[C@H]2CN(C(=O)CN3CCOCC3)C[C@@H]2C2CC2)ncn1
2259,Z31949,65451217,-8.006,0.77,enrichment,0.138,O=C(O)[C@H]1C[C@@H](O)CCN1Cc1cccc2cccnc12
2260,Z21803,3157047,-8.006,0.77,diversity,0.071,CCOC(=O)c1ccc2[nH]c3c(c2c1)CS(=O)(=O)CC3
2261,Z17627,827693253,-8.006,0.77,diversity,0.073,CC(C)(C)N1C[C@@H](C(=O)N2CCC(N3CCSCC3)CC2)CC1=O
2262,Z29179,58582901,-8.005,0.77,enrichment,0.145,COC(=S)NCc1ccc(O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)cc1
2263,Z23262,72481278,-8.005,0.77,diversity,0.091,CSCc1ccc(C(=O)N2CCO[C@@H](C(=O)N3CCSCC3)C2)o1
2264,Z15869,247901232,-8.004,0.77,enrichment,0.153,COCCN1C[C@H]2CN(c3ccnc(N)n3)C[C@@]2(C(=O)O)C1
2265,Z38768,1857717860,-8.004,0.77,enrichment,0.141,CN(C)C[C@@H]1OCCN(C(=O)c2cn[nH]c2)[C@H]1c1ccccc1
2266,Z08539,71707747,-8.004,0.77,diversity,0.094,Cc1cc(C(F)(F)F)n(-c2nc(C(=O)Nn3cnnc3)cs2)n1
2267,Z10704,1704298503,-8.003,0.78,enrichment,0.148,CCc1ncnc(N2C[C@@H](O)[C@H](Cc3ccccn3)C2)c1F
2268,Z20681,1565513008,-8.003,0.78,enrichment,0.143,O=C(CCCn1cnnn1)N[C@H]1CCOC[C@@H]1Oc1ccccn1
2269,Z00759,4472404,-8.002,0.78,diversity,0.090,COC(=O)[C@H](C)N1C(=O)S/C(=C/c2ccc(N3CCOCC3)o2)C1=O
2270,Z05749,217424953,-8.002,0.78,diversity,0.076,Cc1cc(F)ccc1S(=O)(=O)NCC(=O)N[C@@H](C)Cc1cccnc1
2271,Z44004,36215792,-8.002,0.78,diversity,0.074,CN(C)S(=O)(=O)N1CCN(CC(=O)Nc2cc(Cl)cc(Cl)c2)CC1
2272,Z48261,1704325086,-8.001,0.78,enrichment,0.140,O=C(O)[C@H]1CCN(Cc2cc(F)ccc2-n2cccn2)C[C@H]1O
2273,Z39325,215523887,-8.0,0.78,enrichment,0.148,Cc1nc(C(C)C)ncc1C(=O)N1CC[C@@H](CO)[C@@H](O)C1
2274,Z03737,1772812766,-8.0,0.78,enrichment,0.138,CS(=O)(=O)Cc1ccc(N2C[C@H]3CN(CC4CC4)C[C@]3(CO)C2)nc1
2275,Z46463,1704315182,-7.998,0.78,enrichment,0.146,CN(C)S(=O)(=O)C[C@@H]1COC[C@H]1NC(=O)c1ccc(N)nc1
2276,Z32291,91551699,-7.998,0.78,diversity,0.129,COc1ccc2c(c1)OC[C@H](CNc1nccc(N)n1)C2
2277,Z18680,220527307,-7.997,0.78,diversity,0.128,COCCn1c(Cn2cnc(C(F)(F)F)n2)nnc1[C@H]1C[C@@H](N)C1
2278,Z33235,97553376,-7.996,0.78,enrichment,0.138,NS(=O)(=O)c1ccc(CNC(=O)c2ncoc2C2CC2)cc1
2279,Z19281,105786753,-7.995,0.78,enrichment,0.167,NC(=O)CN1CCC(Nc2cc(N3CCCCC3)ncn2)CC1
2280,Z11012,11027314,-7.995,0.78,diversity,0.086,O=C1CCC(=O)N1c1ccc(S(=O)(=O)NCCc2cccs2)cc1
2281,Z13945,91664409,-7.994,0.78,enrichment,0.134,CCc1ccccc1OC1CN(C(=O)[C@H]2CC(=O)N(C3CC3)C2)C1
2282,Z10816,952973878,-7.994,0.78,diversity,0.086,COC[C@@H](C)N(Cc1cccc2ccccc12)C(=O)Cn1[nH]nnc1=N
2283,Z42633,72419831,-7.993,0.79,enrichment,0.140,CCOC1CCN(C(=O)[C@H]2CC[C@@H](NC(=O)c3nc(C)c[nH]3)C2)CC1
2284,Z04069,95391751,-7.993,0.79,enrichment,0.139,O=C(NCCCn1cnnc1)c1cnc(-c2cccnc2)nc1
2285,Z47265,65380499,-7.993,0.79,diversity,0.078,CCCCc1nc([C@H]2CC(=O)Nc3n[nH]c(C(=O)O)c32)c[nH]1
2286,Z30896,670454076,-7.992,0.79,enrichment,0.153,Cc1nc2ncccn2c1C(=O)NCc1cncn1C1CC1
2287,Z49857,2325770589,-7.992,0.79,diversity,0.067,CCn1nc(-c2nccs2)cc1-c1cnc(N2CCNCC2)cn1
2288,Z11512,2382408037,-7.991,0.79,enrichment,0.140,COC(=O)c1cncnc1N1CCN2[C@H](COC[C@H]2C2CC2)C1
2289,Z39281,77515750,-7.991,0.79,enrichment,0.134,COC(=O)c1cccnc1N1CCC(N2C[C@H](C)O[C@H](C)C2)CC1
2290,Z04384,2325780111,-7.99,0.79,diversity,0.087,COC(=O)C[C@@H]1CSC(NC(=O)[C@H]2CCC(=O)N(CC(F)(F)F)C2)=N1
2291,Z12223,77288036,-7.99,0.79,diversity,0.080,NC[C@@H](O)CC(=O)N1CCC2(CC1)CC(=O)N(Cc1ccc(Cl)cc1)C2
2292,Z31156,95501823,-7.99,0.79,diversity,0.100,CC(C)CN1CCN(Cc2nncn2C)[C@H]2CS(=O)(=O)C[C@H]21
2293,Z07450,1857719593,-7.989,0.79,enrichment,0.139,N[C@H]1C[C@H](C(=O)N2CCN(c3ncccc3Cl)CC2)C[C@@H]1O
2294,Z33994,2325800485,-7.989,0.79,diversity,0.081,CCn1ncc(Cl)c1CN1C(=O)c2cc(OC)c(OC)cc2S1(=O)=O
2295,Z41013,2382385180,-7.988,0.79,enrichment,0.138,CNC(=O)Cc1cnc(NC(=O)[C@H]2C[C@H]3C=C[C@@H]2C3)s1
2296,Z37114,95375941,-7.988,0.79,enrichment,0.136,NC(=O)CN1CCC(c2ncnn2CCc2ccccc2)CC1
2297,Z20558,95378586,-7.988,0.79,diversity,0.107,CC(C)n1cnnc1CN1C(=O)COc2cccnc21
2298,Z18698,2541692,-7.988,0.79,diversity,0.094,NC(=O)COc1c(F)cc(SCCNS(=O)(=O)c2ccccc2)cc1F
2299,Z49720,584886723,-7.988,0.79,diversity,0.126,C[C@H](CCNC(=O)N1CCC(Oc2ncccn2)CC1)n1ccnc1
2300,Z00064,299787148,-7.986,0.79,enrichment,0.152,Cc1nc(N)ncc1C(=O)N1CCN(C2CCCC2)C(=O)C1
2301,Z10813,2325815154,-7.985,0.79,enrichment,0.198,CN(C)C1CN(c2ncnc3c2ncn3C[C@H](O)c2ccoc2)C1
2302,Z28650,1704337622,-7.985,0.79,enrichment,0.136,O=C(Cc1ccc(CO)cc1)N1C[C@@H](O)[C@H](Cc2cnccn2)C1
2303,Z49087,299803000,-7.984,0.79,enrichment,0.133,COc1cccc(N2C[C@H](NC(=O)CCn3cncn3)CC2=O)c1
2304,Z38523,95483731,-7.984,0.79,diversity,0.062,COc1cccc(C2=NC(=O)C3(CCNCC3)N2)c1
2305,Z32117,67754687,-7.984,0.79,diversity,0.090,CNC(=O)C(C)(C)N(C)C(=O)c1cc(COc2ccccc2OC)[nH]n1
2306,Z06266,584896483,-7.984,0.79,diversity,0.099,CC[C@@H](NC(=O)c1cnn[nH]1)c1ccc(S(C)(=O)=O)cc1
2307,Z03228,91689939,-7.984,0.79,diversity,0.078,COC[C@]1(O)CCN(CC(=O)NCc2ccccc2F)CC1(C)C
2308,Z19543,244794802,-7.983,0.8,enrichment,0.157,CCN(CC)Cc1cnc2c(C(=O)N[C@H]3CC[C@H](O)CC3)cnn2c1
2309,Z07269,2325859622,-7.983,0.8,diversity,0.118,Cn1ncc(CN)c1NC(=O)c1ccc(-c2cncnc2)cc1F
2310,Z32187,2382408799,-7.982,0.8,enrichment,0.143,COC(=O)C[C@@H]1CC[C@H](CNC(=O)COc2cccc(F)c2)N1C
2311,Z04317,1529197808,-7.982,0.8,enrichment,0.133,Cc1cc(C[C@@H]2CN(C(=O)c3cnccn3)C[C@H]2O)n[nH]1
2312,Z47582,299782571,-7.982,0.8,diversity,0.087,CC[C@@H](C(=O)NCCN1CCCOC1=O)N1Cc2ccccc2C1=O
2313,Z26227,215719133,-7.981,0.8,diversity,0.105,CCc1nc(C)sc1C(=O)N1CCO[C@H](c2nnnn2CCOC)C1
2314,Z42460,95530321,-7.98,0.8,enrichment,0.148,CCOC(=O)N1CCN(C2CCN(c3cc(OC)ncn3)CC2)CC1
2315,Z10402,96133291,-7.98,0.8,enrichment,0.134,Cc1nn(C)c2nc(NCc3noc(C(N)=O)n3)sc12
2316,Z04566,1506400567,-7.98,0.8,diversity,0.117,CCn1nc(C)cc1C(=O)Nc1nonc1NC(C)=O
2317,Z02618,245744,-7.979,0.8,diversity,0.068,Cc1c(N2C(=O)CCC2=O)c(=O)n(-c2ccccc2)n1C
2318,Z34157,4503329,-7.978,0.8,diversity,0.085,O=C(O)CCNC(=O)/C(=C\c1ccco1)NC(=O)c1ccco1
2319,Z25475,67771436,-7.978,0.8,diversity,0.079,CN(CCC1(O)CCCC1)C(=O)C[C@@]1(C)C(=O)N=C2C=CC=CN21
2320,Z44555,14989609,-7.978,0.8,diversity,0.094,CC(C)CNC(=O)[C@@H]1C[C@@H](n2cnnn2)CN1C1CCCCC1
2321,Z34076,222362118,-7.977,0.8,enrichment,0.186,COC[C@H]1[C@H]2OCC[C@H]2[C@H]1NC(=O)c1ccc2c(c1)ncn2C
2322,Z35010,2325780621,-7.977,0.8,diversity,0.094,CN1C[C@@H](Nc2cncc(-n3cncn3)n2)CC12CCC2
